Geneid,HLIVER_01_bspc_A03_1
KLHL10_11482,3
ZDHHC9_11484,116
RNASEH2C_11485,121
KLF7_11486,12
SLC2A14_11487,0
SPATA6_11488,2
ITPRIPL1_11489,4
DCAF5_11490,98
SEPTIN14_11491,0
GBP4_11493,56
TENT5B_11494,0
ALPK2_11497,1
RGS6_11498,0
UTP4_11499,48
HOTS_11500,0
LRCH3_11502,56
KLHL22_11503,28
JMJD1C_11504,109
ADGRA2_11505,41
CCDC142_11506,11
PEX2_11507,1
MAML2_11508,2
DHX30_11509,54
KCND2_11510,0
ZNF609_11511,60
ENO3_11513,209
GGA2_11514,38
CNTROB_11515,62
ARID5A_11516,12
TMLHE_11517,8
PPP2R2D_11518,6
ZNF574_11519,13
TWSG1_11520,32
PARP12_11521,74
CCDC14_11522,6
MEAF6_11523,63
IPPK_11524,3
COQ3_11526,7
MCAT_11527,10
RCBTB1_11528,2
ZC3H4_11529,170
WDR35_11530,45
GCNT4_11531,5
CR2_11533,0
MEIS2_11534,2
PLEKHM2_11535,35
ZNF530_11536,11
ZSWIM5_11537,1
COL20A1_11538,0
PHF12_11540,38
LRCH4_11541,9
EML4_11542,12
RNF180_11544,52
CRCT1_11545,0
LRRC75A_11546,0
MAGEL2_11547,0
NECAB2_11548,5
KANK1_11549,112
MTMR11_11550,1
WDR5B_11551,4
PKLR_11552,23
ODC1_11553,48
GRM7_11554,0
MAPT_11555,3
OTX1_11556,0
USP17L1_11558,0
ITK_11559,7
LAYN_11560,0
FGF19_11561,0
IPP_11562,68
USP17L3_11563,0
GPR137_11564,8
FAM3B_11565,7
GJA10_11566,0
SMIM11A_11567,0
YBEY_11568,1
PAQR3_11569,24
GLT8D1_11571,68
CCDC15_11572,6
RPE_11573,14
C11orf74_11574,31
TNFSF18_11575,0
FMNL1_11576,3
GNG11_11577,8
FAT2_11578,0
GGT5_11580,17
CTSO_11581,124
FABP1_11582,2444
GPC4_11583,8
OR4X2_11584,0
GRIA1_11585,0
HID1_11586,7
EEPD1_11587,35
SKOR1_11588,0
TRIM60_11589,0
TMEM45B_11590,11
PIH1D2_11591,0
OVOL2_11592,1
LY6G5B_11593,22
ZNF462_11594,8
SCAF1_11595,344
NTN4_11596,24
GINM1_11597,200
TM4SF18_11598,11
OR4N2_11599,0
S100B_11600,0
LMO7DN_11601,0
MPC1_11602,59
GABRG3_11603,0
UCP3_11605,4
ANKFY1_11606,161
ZBTB41_11607,122
KANK2_11608,61
TTC8_11610,54
UCP2_11611,45
ZNF253_11613,5
DHH_11614,0
HNRNPLL_11615,187
MCMDC2_11616,0
PNLDC1_11618,0
TAB1_11620,0
UGCG_11621,66
S1PR3_11622,0
SNAP29_11623,18
NDST3_11625,6
SLC9A3R2_11626,363
TXNL1_11627,9
LHX2_11628,4
MED11_11629,46
BAIAP3_11630,17
FGL1_11631,4145
FOLR3_11633,0
MARCHF7_11634,143
SENP7_11635,123
VGF_11636,0
PRKG2_11637,0
GBP2_11638,114
QRICH1_11639,141
GTSF1_11640,0
VASP_11641,79
PRKAA1_11642,114
ZNF705B_11643,0
C6orf52_11644,0
MCCD1_11645,0
SPRED3_11646,0
PLET1_11647,0
CNMD_11649,0
USH1C_11650,0
FOXA2_11651,79
PNLIPRP3_11652,0
HCFC1R1_11653,3
PUS1_11654,27
PGLYRP2_11655,781
GMFG_11656,32
BAG4_11657,55
QPRT_11658,253
TMEM59_11659,455
FAM189A2_11660,0
MPDU1_11661,134
GOSR1_11662,135
CCDC47_11663,314
EGR4_11664,0
PTGES_11665,0
MMP11_11666,1
WDR66_11669,3
GLT1D1_11670,15
PCDH8_11671,0
ABHD15_11672,2
SMIM3_11673,0
GLRA1_11675,0
C10orf82_11677,1
GP9_11679,0
SAMHD1_11680,10
SIRT4_11681,2
MAN1C1_11683,309
PARP4_11684,56
PMFBP1_11685,1
STAT6_11686,74
ANKMY2_11687,43
DPYSL2_11688,76
CRCP_11689,11
ECM2_11690,108
ACKR3_11692,5
MNT_11693,1
COQ9_11694,395
VPS35L_11696,204
RSRP1_11697,139
PRAMEF15_11698,0
TBC1D14_11699,291
AHSP_11700,0
LRPPRC_11701,301
RMND5A_11704,5
HSPE1-MOB4_11705,32
RND1_11706,16
CCDC127_11707,6
CRHR2_11708,0
MBD6_11709,35
MTMR12_11712,58
ASB1_11713,20
PHF11_11714,4
CCDC112_11715,0
TMCO4_11716,57
DEFB131A_11718,0
FHOD1_11719,11
N6AMT1_11720,6
SCG3_11721,0
TOP3B_11723,9
CLCF1_11724,0
ZNF214_11725,5
NXT1_11726,13
TIRAP_11727,6
FAM47C_11728,0
ESF1_11729,49
DCPS_11730,35
SSX2IP_11731,55
WDR37_11732,69
ZNF781_11733,2
OSTM1_11734,137
EDEM2_11735,26
PNMA8A_11737,1
LRRC1_11738,4
DPYD_11739,3
LEXM_11740,0
RAVER2_11741,1
MEGF8_11742,35
PRKCE_11743,18
IZUMO2_11744,0
CCDC87_11745,0
USP40_11746,8
KIF9_11747,3
ITGA9_11748,16
ARMCX2_11749,24
ITGA5_11750,6
ITGA2_11751,2
ISL1_11752,0
PPP1R18_11753,16
SORT1_11756,12
RNF144B_11757,48
TNFRSF9_11760,0
DDX4_11761,0
GUCY1B1_11762,59
PCYT2_11763,21
GLYR1_11764,136
ADAMTS4_11765,3
SEMA5B_11766,0
STON2_11767,27
ING2_11768,81
UEVLD_11769,42
SPZ1_11770,0
SPINK7_11771,0
C22orf23_11772,0
LCE3D_11773,0
PLA2G12B_11774,109
ATP6V0A1_11775,7
MTCH1_11776,141
ZNF680_11777,174
ABTB1_11778,1
RELL2_11779,0
PRSS38_11780,0
ZNF658_11782,43
H6PD_11783,36
MXRA8_11784,2
ELP2_11785,4
CITED1_11786,0
RABGEF1_11787,17
SLC66A1L_11789,0
SYCP1_11790,0
ST18_11791,0
IFI44_11793,29
DOCK10_11794,5
TMEM41A_11795,57
ATP6V1E2_11796,1
DPH6_11797,83
MED30_11798,18
CDKN2AIPNL_11799,4
SELENOP_11800,1278
SURF1_11801,189
DIS3L_11803,33
EHBP1L1_11804,38
FAM78A_11806,29
OR10J1_11808,0
DQX1_11810,1
EBF4_11812,0
C1orf54_11813,2
LRRC57_11814,8
KCNA1_11815,0
DEFB104B_11816,0
TCF25_11817,95
NDUFS1_11819,78
EFR3B_11820,0
C1GALT1C1_11821,78
HPS3_11822,59
FAXDC2_11823,3
SLC44A5_11824,3
ZNF449_11826,27
SRBD1_11828,0
SERPINB11_11829,0
CUL9_11830,4
ATOX1_11832,156
RAP1GAP2_11833,7
SULT1C2_11834,3
DDN_11835,0
NLRP14_11836,5
NLRP10_11837,0
RETREG1_11839,80
CNN3_11840,413
CD72_11843,7
CD69_11844,11
CMA1_11845,0
SLC16A3_11846,0
CLCN4_11847,30
CDA_11848,235
STK17B_11849,35
AASS_11850,267
MFHAS1_11851,14
CHMP4C_11853,6
NR4A3_11854,2
TRIM67_11855,0
CRMP1_11856,1
METTL9_11857,49
SYT13_11860,1
ZNF624_11862,1
MRPS9_11865,178
CLEC18B_11866,0
AMPD2_11867,2
FAM227A_11868,2
SMIM18_11869,0
PXYLP1_11870,2
CDC23_11872,72
VNN1_11874,24
LIN7A_11876,5
NKAIN2_11877,0
SUGP2_11878,15
BIRC3_11879,31
APBB1_11880,23
TEX14_11881,0
BAHCC1_11882,3
MAPRE2_11884,0
MINAR1_11887,1
CYP27A1_11888,2515
CYP27B1_11889,0
CYP11A1_11890,37
CYP24A1_11891,2
CYP26A1_11892,0
ATP1B4_11893,0
EDC3_11894,7
ABITRAM_11896,53
NT5C1A_11897,0
RNF125_11898,3
IGLL1_11899,10
RC3H1_11900,87
SS18L2_11902,37
TCEAL9_11904,120
CRBN_11905,9
THAP4_11908,21
CUTC_11909,57
MDM1_11910,0
PAQR8_11911,25
ARL5A_11913,119
BTBD7_11914,4
OPALIN_11915,1
PURG_11916,0
ACYP2_11917,99
MALSU1_11919,288
GPR146_11920,68
KCTD12_11921,11
HAUS1_11922,9
CGAS_11924,8
VASN_11925,2
CST1_11926,0
MMAA_11927,33
MRPL54_11928,80
KRTAP6-2_11929,0
KRTAP13-4_11931,0
KRTAP6-1_11932,0
SERPINE2_11933,0
C9orf62_11934,0
TMEM233_11935,0
BTBD19_11936,1
AC002116.2_11937,0
LINC02801_11938,0
KALRN_11939,10
KLF10_11941,86
RGS7_11943,0
RGS1_11944,0
OVOL1_11945,4
CCR6_11947,2
RGS16_11949,3
TMEM243_11950,23
FCAMR_11951,7
ARRDC5_11952,0
FABP9_11953,0
C3orf84_11954,0
DEFB103A_11955,0
C1orf35_11956,1
LILRA6_11957,0
USP50_11959,2
MFN2_11962,258
PCDHB16_11963,1
FAM167A_11964,0
CBX7_11965,15
SPN_11966,7
H2BC6_11972,5
H3C1_11974,9
CACYBP_11975,18
ASIP_11977,6
TENT4B_11978,91
DHCR24_11979,2036
ATP2B1_11980,67
MSTN_11981,0
TOMM20_11983,52
TAAR6_11984,0
PRKCSH_11985,177
GATA6_11986,28
FOXC2_11987,1
FOXL1_11988,0
FOSL2_11989,1
USP42_11990,27
ZNRF3_11991,91
PTGR2_11992,45
RDH12_11993,0
FBXL14_11995,6
UTP15_11996,0
RASGEF1C_11997,0
SLC7A6OS_11998,128
RAET1E_12000,0
ANLN_12002,8
CMAS_12003,86
ANGPTL8_12004,9
AGA_12005,90
RNF114_12006,95
GRK6_12007,6
BIN3_12008,3
DDX17_12010,431
TM2D3_12011,0
H3C13_12012,28
CEPT1_12013,40
ITCH_12014,453
MAS1L_12016,0
NIBAN1_12017,5
ING1_12019,91
IL22RA2_12020,1
CCDC61_12021,36
ST6GALNAC3_12024,1
SNX5_12025,90
PPEF1_12027,0
TTI2_12029,37
GSTT1_12030,31
SCNN1A_12031,0
TWIST2_12032,0
MFSD9_12033,32
DNAJC5G_12034,0
ENOX1_12036,0
ZXDC_12037,57
ADCY5_12039,3
ASNS_12040,15
OR5R1_12041,0
OR5T2_12042,0
OR5T3_12043,0
OR5M1_12044,0
OR5M3_12045,0
OR5M9_12046,0
RNF169_12048,25
FXYD7_12049,0
HOXD8_12050,1
NR1I2_12051,77
GAL3ST4_12052,3
ACVR1C_12053,7
ACP5_12054,146
GPD1L_12055,10
LETMD1_12057,46
SEPTIN8_12059,16
RGL1_12060,27
MXRA5_12061,53
CYP2C9_12062,5439
L1CAM_12063,1
SCG5_12064,2
LIMA1_12066,16
TPD52L3_12067,0
C10orf90_12070,0
HIGD1C_12071,4
POC5_12072,3
OR52B4_12075,0
OR52A5_12076,0
OR52E6_12077,0
OR52E4_12078,0
OR52E2_12079,0
SCAMP5_12080,0
OR52I1_12081,0
OR52E8_12082,0
ZNF185_12083,2
OGG1_12084,35
BNIPL_12085,0
KRT71_12086,0
OR13C5_12087,0
PAQR4_12088,4
ARMH4_12090,4
H2AW_12091,1
IKZF3_12092,8
ERLEC1_12093,164
CREBL2_12094,99
CRIP1_12095,80
CSE1L_12096,65
SMIM14_12097,1553
HARS1_12100,197
CAMK2N1_12101,54
PLEKHB1_12102,8
MS4A7_12103,12
SRPRB_12105,208
OPRL1_12108,0
KRTAP19-8_12110,0
MS4A14_12111,3
RIOX2_12112,34
VPS37C_12113,4
MOGS_12114,40
GAS2L3_12115,0
NRXN1_12116,1
IFT81_12117,33
FAM25A_12118,0
P2RX1_12120,3
KCNH4_12121,0
TM4SF1_12122,29
KRTAP19-5_12123,0
SOX5_12125,69
ATG13_12126,16
GINS1_12127,1
CHID1_12128,375
LRRTM3_12130,0
DCST1_12131,2
SLC22A23_12132,56
IFNLR1_12133,3
ADGRF4_12134,0
ABRAXAS2_12135,60
ARFGAP1_12136,28
CSAG1_12137,0
PRIMA1_12138,0
EVC2_12139,1
SPOPL_12140,26
CYP27C1_12141,0
OR2G3_12142,0
RHBDL1_12143,2
ETFRF1_12144,395
ZNF425_12145,2
OVGP1_12148,19
ARHGEF37_12149,0
OR14C36_12150,0
EME1_12151,1
XDH_12153,100
TYMP_12154,75
AMOT_12156,23
UMPS_12158,9
TYR_12159,0
MAP3K7_12160,58
ADAMTS9_12161,33
HEATR3_12162,18
FLT4_12163,4
MICALL2_12164,32
POU2AF1_12166,4
ZNF138_12167,0
RGL4_12168,4
DNAJB13_12169,0
DOC2A_12171,0
LPCAT4_12173,0
HS3ST5_12174,0
CHST10_12175,3
AKAP5_12177,6
ROCK2_12178,391
NAPSA_12179,1
ONECUT2_12180,42
ZNF134_12182,51
TCEAL3_12184,0
TMC4_12185,3
EBAG9_12186,294
HSD11B2_12187,0
SGSH_12188,21
TMEM141_12190,109
ATP1A1_12191,50
OR10H1_12192,0
ANKRD52_12193,9
PTPRT_12195,1
ELMO2_12197,12
ANKRD50_12198,15
RALGAPB_12199,53
SCEL_12200,0
RPL38_12201,170
ABLIM1_12203,57
PEBP4_12204,2
PPRC1_12208,3
BAG2_12209,167
INKA1_12210,11
EMSY_12211,1
MTHFSD_12212,13
KSR2_12214,0
ALAS2_12215,0
THAP12_12216,28
MMP28_12217,0
ELN_12218,19
CIT_12219,3
NME4_12220,28
OR10A3_12221,0
GAS1_12222,0
MFSD13A_12224,0
PPARGC1A_12225,180
SAP30BP_12226,1
AGBL2_12228,5
CCDC102B_12229,6
ZDHHC11_12230,30
RNF122_12231,5
ZBTB3_12232,7
LGALS13_12233,0
ESR1_12234,222
GEN1_12237,22
KPNB1_12238,72
KPNA1_12239,24
CDK17_12240,13
PCOLCE_12241,15
KLRC2_12242,48
KPNA5_12243,14
KPNA4_12244,7
ZNF423_12245,12
PSTPIP2_12246,5
NHS_12247,0
NFATC2_12248,6
ARPC1A_12250,70
SYNPR_12251,0
SCOC_12252,27
CFC1_12254,0
C1orf53_12255,7
HACE1_12256,5
SLC45A3_12258,14
NOL4_12259,4
LUZP1_12260,114
MAP3K9_12261,1
GSPT1_12262,63
LONRF1_12267,39
PHACTR3_12269,2
SUN5_12270,0
MACROD2_12271,35
DYNLL2_12272,26
ARHGEF18_12274,14
LARP1_12276,131
PUM2_12277,31
MRGBP_12278,10
NLRP12_12279,0
TSPAN12_12280,36
TSPAN15_12281,31
CFAP45_12282,0
KANSL3_12283,88
PRSS56_12285,0
TAF5L_12286,8
LGALS16_12287,0
SUN2_12288,145
CEP164_12289,18
AC187653.1_12290,0
CACNG4_12291,0
SFPQ_12292,83
SIAH2_12293,15
LRSAM1_12295,79
RORC_12296,195
PIP4P1_12298,10
SIM2_12300,0
NECAP2_12301,211
NLE1_12303,31
CENPC_12305,69
CD1A_12306,1
CEACAM4_12307,8
CD2_12308,3
CD1D_12309,0
CD9_12310,65
CHGB_12311,2
C10orf95_12313,0
DSCC1_12314,18
ACOT7_12315,22
AP2S1_12316,36
PCNX4_12317,92
SUDS3_12320,70
DNAH7_12322,0
CACNA1G_12323,0
TMEM169_12325,6
WNK3_12326,7
VAT1L_12327,1
CACHD1_12329,4
TRABD_12330,253
ACTN3_12331,1
ACVR2B_12332,3
ACTA1_12333,0
WDCP_12334,0
ADAM8_12335,12
EPC1_12336,15
DYNC1LI1_12337,95
TPPP3_12338,7
NSFL1C_12339,122
WDR83OS_12341,216
COMMD10_12342,21
TRAPPC4_12343,157
SHANK1_12344,0
CA10_12345,1
WDR77_12346,22
SLC25A23_12348,179
KLF12_12349,164
TMEM161A_12350,26
GATB_12351,72
LYAR_12352,30
RAB20_12353,74
UBE2R2_12354,253
IMPAD1_12355,78
WRAP73_12356,42
MOBP_12357,0
PACC1_12358,7
GLRA4_12359,0
NRG3_12360,0
CXCL12_12361,78
NCLN_12362,11
MRPL51_12363,108
MARCHF2_12364,14
TBC1D7_12365,12
CABP2_12366,0
ACP6_12367,9
RANGRF_12368,3
MRPL37_12369,251
KRTAP13-1_12370,0
A2M_12371,769
PELO_12372,35
MTFP1_12373,7
FECH_12374,14
PLXNB3_12376,1
ZNF106_12377,13
TBC1D22A_12378,0
TXNDC16_12379,45
KIF12_12380,8
GLCCI1_12381,21
AHNAK2_12382,1
FAM120AOS_12385,6
KRTAP13-3_12386,0
ARHGAP40_12390,0
TMEM212_12391,0
KRTAP21-3_12392,0
KRTAP22-2_12393,0
URGCP_12394,1
ENPP5_12395,0
C7orf77_12396,0
SPATA45_12397,0
LSM11_12398,12
TMEM171_12399,0
PIP5KL1_12400,0
PTCHD1_12401,0
MPP7_12403,5
POLQ_12404,0
SOCS4_12405,49
DDOST_12406,51
MORC1_12407,0
ZFP64_12408,17
MORN1_12410,65
THOC6_12411,31
TSPAN11_12413,0
TMEM150C_12414,16
TTPAL_12415,6
IRX3_12417,1
VWC2L_12418,0
TMEM43_12419,17
SEZ6_12420,0
KCTD13_12421,10
STT3B_12422,290
NPAS4_12423,0
RGPD1_12424,2
SLC29A1_12426,304
TMEM150B_12427,1
MCAM_12429,55
ARHGEF15_12430,18
HYAL1_12433,73
MPND_12434,37
TUBA1A_12436,2
OSBP_12438,20
OR7C2_12439,0
APOA2_12440,92094
SLC22A4_12442,1
H2AC13_12443,6
PDE4A_12444,0
SKP2_12445,109
CACNG6_12446,0
ACOX3_12447,177
GNA13_12448,194
CDCA7_12449,1
SLC18A2_12450,27
AVIL_12451,16
ARHGAP25_12452,61
SPOP_12453,13
TTLL11_12454,4
CARD17_12455,0
ERCC8_12457,41
TMEM129_12460,19
ADGB_12461,0
KRTAP9-6_12462,0
REL_12463,50
NELFE_12464,54
VNN3_12466,3
RCVRN_12467,0
GNB2_12468,60
FGFBP3_12469,0
SMAD7_12470,11
MAN1A1_12471,994
MAP1B_12472,8
AMER1_12473,9
PWWP3B_12477,1
PTPDC1_12478,1
ACTRT3_12479,7
GHDC_12480,13
ADNP2_12481,89
DOT1L_12482,70
PLPP5_12483,12
HMOX2_12484,24
SCN3A_12485,0
KLHL38_12486,0
FAM234A_12487,38
SATB2_12488,2
C8orf48_12489,2
CSMD2_12490,0
TUBGCP3_12491,86
TMOD3_12492,145
BCAR1_12493,99
CHSY1_12494,28
SAPCD2_12495,0
MRPS15_12497,42
TCF7L1_12498,8
FCRL4_12499,0
GLMP_12500,1
LMNB2_12501,16
RTN4IP1_12502,42
TXNDC17_12503,158
BIVM_12504,66
SH3YL1_12505,11
SRGAP2B_12506,82
PCDHB11_12507,0
TMEM255A_12508,0
OVCH1_12509,0
ARRDC4_12510,106
PMM1_12512,62
PMP2_12513,0
METTL3_12514,65
BAZ2B_12515,35
OR51V1_12516,1
ATP6V1C2_12517,0
ZBTB7C_12518,2
OR6C6_12519,0
CCDC28A_12520,32
OR10AG1_12521,0
OR6C74_12522,0
OR6C75_12523,0
OR2T3_12524,0
OR6C4_12525,0
TRIM58_12526,8
OR6C70_12527,0
INTS7_12528,0
RNF19A_12529,50
TSPAN17_12530,10
TMPRSS15_12531,0
GRAMD4_12532,24
FRMD4B_12533,136
ALMS1_12534,14
RGL3_12535,18
LACTBL1_12536,0
SEC11C_12537,184
SMIM23_12539,0
FAM131B_12542,1
TIGD5_12543,0
PEX7_12544,36
PRPF40B_12545,5
CLEC12B_12546,1
ORC3_12547,33
PLEKHG4B_12548,0
FMNL2_12549,22
E2F7_12550,0
TMEM132B_12551,3
ELFN2_12552,0
SLC4A7_12553,47
TUBGCP5_12554,0
STK11IP_12555,2
RASGRP4_12556,7
KMT2C_12557,330
SH2D3C_12558,11
GRPR_12560,0
ZNF257_12562,0
PCCA_12566,9
DYNC1I2_12567,17
DYNC1H1_12568,5
PEPD_12569,14
DNASE1L2_12570,2
DNAH14_12572,1
R3HDM1_12574,1
PIEZO2_12575,11
H3C2_12576,27
VIPAS39_12577,69
UBE2O_12578,20
MRPL17_12579,116
ZNF197_12581,80
ZNF708_12582,6
ZNF623_12583,36
SPTB_12584,2
OR6C2_12586,0
TRPC5_12587,5
TNPO3_12588,0
LRRC6_12589,0
UCK2_12590,35
WBP1_12591,6
VAX2_12592,0
CRIP2_12594,0
TATDN3_12595,35
VEGFA_12596,73
GAB1_12597,20
COL11A1_12599,0
SLC15A2_12603,0
XK_12604,5
DAB1_12605,17
CHST12_12607,6
LCA5_12608,3
ZNF2_12609,1
ZNF8_12610,16
BRF2_12611,27
DLG2_12612,6
NAV2_12614,71
CCDC177_12615,0
LTO1_12616,10
MED19_12617,20
KLHL26_12618,7
ZNF821_12619,1
TBC1D19_12620,2
APTX_12622,52
CEP19_12623,0
NEBL_12625,2
TNFRSF19_12626,8
TGFBR3L_12627,1
PACSIN1_12628,2
KEL_12629,0
PPP3CC_12631,0
LTBP2_12634,3
TGFBI_12635,476
LMAN2_12636,459
PHYH_12638,2415
WASHC1_12639,16
PPP1R1A_12640,1338
KITLG_12641,20
RBP4_12643,29139
PIK3CB_12645,36
FILIP1L_12646,6
CPNE8_12647,23
DPYSL5_12649,0
MCM2_12650,4
DOP1A_12651,12
MLLT3_12652,16
SCYL1_12655,87
BEND6_12656,2
ZNF600_12659,0
ADCYAP1R1_12661,0
APOOL_12663,265
SPAG16-DT_12665,0
ST20-MTHFS_12667,683
RGS12_12669,47
CAAP1_12670,39
SLC15A4_12671,154
CNR1_12673,0
MYOT_12674,0
CTXN3_12675,0
PCNP_12676,50
TEN1_12678,75
CSNK2B_12680,11
VASH2_12681,0
NPIPB9_12682,0
C4A_12683,1181
FOXF1_12684,3
ANK2_12685,4
LITAF_12686,38
PCNT_12687,1
SPATS2L_12688,59
NPY2R_12689,0
EXD2_12690,4
TMTC1_12691,11
ARMC3_12692,0
TUBGCP4_12693,27
FAM151B_12694,12
TMTC4_12695,38
FOXJ1_12696,0
ANGPTL6_12697,53
SLC4A4_12700,169
MAPK10_12701,11
ARFIP1_12702,1
GLE1_12703,15
TECRL_12704,0
TRIM71_12705,15
GMPR_12707,25
NUTM2G_12708,0
ELOA_12709,5
CDON_12710,5
GPANK1_12711,6
TBCC_12713,28
CFAP70_12714,13
DHRSX_12715,15
SLC2A12_12716,0
LRATD1_12717,0
SRCIN1_12719,1
KCNN1_12720,0
C1QB_12721,231
KCNJ10_12722,2
PDE6H_12726,0
COL17A1_12727,2
KERA_12728,0
TMEM229A_12730,0
CFAP74_12731,0
PGAM4_12733,3
CYP4F11_12734,311
CYP11B1_12735,0
THEGL_12736,0
CD276_12737,22
TRERF1_12738,6
MBOAT1_12739,23
LMBR1L_12740,2
CLPS_12741,0
PBX4_12742,1
SIGLEC9_12744,73
ANGEL1_12745,17
NFIC_12747,35
ACSF2_12748,71
ZNF627_12749,5
MUSK_12750,0
MYF5_12751,0
TRIP10_12752,91
CBLN4_12753,2
WFDC3_12754,0
LINC00649_12755,0
NHLH2_12757,0
NR1D2_12758,138
INTS9_12759,2
ZDHHC17_12760,44
MED13L_12761,61
TTC17_12763,15
IRF3_12764,52
ARMC9_12765,4
KIR2DS4_12766,0
PPP1R37_12768,10
KIN_12769,19
KIR2DS2_12770,0
PSMB6_12772,121
LETM1_12773,34
DKK2_12775,0
RASGRP1_12776,0
PTH2R_12777,9
PWP2_12778,68
INSYN2B_12783,0
ACTR1A_12784,41
FAM219A_12785,14
HIPK3_12786,47
HGC6.3_12787,2
CDC14A_12788,6
ERAP2_12789,11
PPA2_12790,269
FTH1P18_12791,0
CCR1_12794,24
CAMLG_12796,49
CAMK4_12797,0
SHANK3_12798,5
CNN1_12800,9
CNGA3_12801,0
SFMBT2_12802,2
CAPN2_12803,28
EFNA4_12805,14
ZNF695_12806,1
MPP5_12807,133
HHIP_12808,53
GALNT17_12811,0
UPK3B_12812,0
CCDC18_12814,20
SLC26A5_12815,0
OR2V2_12817,0
GPSM1_12818,0
PHRF1_12823,11
USP29_12825,0
PLEKHA4_12826,4
EPB41L5_12827,440
ALPK3_12828,3
SH3RF2_12829,9
MRPL41_12830,528
TATDN1_12831,10
RBM19_12833,24
TM2D1_12834,36
GPR155_12835,50
MAZ_12836,84
TMEM80_12837,0
ZNF182_12839,47
ZFX_12841,22
ZNF454_12843,5
SLC43A2_12845,10
FYCO1_12846,80
NLN_12847,193
DRAXIN_12848,1
LINGO3_12849,0
EPHA6_12851,0
PFKFB3_12852,53
MNX1_12853,1
E4F1_12855,8
EPS8L1_12856,12
GLT8D2_12858,5
TGFB1I1_12859,4
MRAP2_12860,2
SMARCC2_12862,154
TAF9B_12863,79
SP140L_12864,52
MVB12A_12865,14
INTS14_12866,22
AEBP1_12867,6
BABAM2_12868,10
KCTD21_12869,75
AP1B1_12870,81
ADSS2_12871,92
ADPRH_12872,18
ADM_12873,32
C1QTNF7_12874,9
RANBP3L_12875,11
LAMB4_12876,0
CR1_12878,22
HSFX2_12879,1
PHLDA1_12880,34
MMRN1_12881,51
SPAG9_12882,151
ANO4_12883,0
AP1M1_12885,91
AC110285.1_12887,4
NECTIN2_12888,151
SIDT1_12889,1
ANKRD34C_12890,0
CFAP300_12892,1
CENPT_12893,23
TEFM_12895,33
TBC1D17_12896,190
SMC2_12897,9
TTLL7_12898,2
AAMDC_12899,16
NANOG_12901,0
CCDC7_12902,0
CDIP1_12903,0
MAB21L4_12904,0
SETD6_12905,95
NLRC3_12906,0
RNF166_12907,130
SRARP_12908,0
TPR_12910,149
CPSF2_12913,218
ADD1_12915,45
MTOR_12916,104
SLC45A4_12917,2
TRAPPC5_12918,88
MTERF3_12919,48
GPR183_12920,42
EPYC_12921,1
SLC29A4_12922,13
FAM240A_12923,0
SPDYE5_12924,1
NCDN_12925,6
CUTA_12926,229
SPANXC_12927,0
C16orf46_12928,1
KHDRBS1_12930,99
ZBTB16_12931,17
MTX2_12933,14
SMARCB1_12934,48
SCGB1D1_12935,0
SCGB1D2_12936,0
ABHD12B_12938,0
RASSF4_12939,43
ZNF587B_12941,79
TNFSF14_12942,15
EMC4_12944,51
MEOX2_12946,2
MAP3K5_12947,4
AFAP1L1_12948,1
JMY_12949,6
TKTL2_12950,0
QRICH2_12951,7
FSCB_12952,0
HORMAD1_12953,0
ARMC2_12956,0
KLHL32_12957,3
MAPK8_12958,172
NR6A1_12959,39
DIXDC1_12961,0
LCE3C_12963,0
AP1S3_12964,7
RAB33A_12965,0
LONRF2_12966,0
C1RL_12969,0
DEFB124_12970,0
TPTE2_12971,0
GPR176_12972,0
NCF2_12973,59
OR4D6_12974,0
PIP_12975,1
PITX1_12976,0
PLAGL2_12978,10
RASGRP2_12979,11
ATG101_12980,40
OR4C6_12982,0
OR4D10_12983,0
OR4D11_12984,0
OR4D2_12985,0
KCNIP3_12986,2
RAX_12987,0
TONSL_12988,2
IL17F_12989,0
CASP12_12990,0
UBQLN1_12991,69
PILRA_12992,26
NDUFB8_12993,86
ARHGAP17_12994,51
CFAP46_12996,0
MTMR9_12997,9
ATG2A_12999,9
ZDHHC5_13000,21
THUMPD3_13002,37
NPHP4_13003,1
ZNF205_13004,4
TRPM6_13005,1
SLC8A3_13006,0
BAG5_13007,17
ERN2_13009,3
NAPB_13010,11
RNF20_13012,45
KIAA1217_13013,8
ZMAT1_13014,7
LRRC8A_13015,19
GLI4_13016,12
SLPI_13018,24
PPP1R7_13019,112
C16orf92_13020,0
RBFOX2_13021,380
KLHL29_13022,3
TYW3_13023,104
LENG8_13024,11
RHPN1_13025,1
FHAD1_13026,0
R3HCC1L_13028,21
KRT16_13029,0
KATNB1_13030,33
PPP1R11_13031,27
ABR_13032,38
PDE7A_13033,25
ICAM2_13034,27
CNTNAP4_13035,1
ZFHX2_13036,1
DCLK3_13037,2
LRRCC1_13038,8
C4orf33_13039,0
PSMB11_13040,0
SLC52A3_13042,0
PDE6D_13043,1
ARHGAP44_13044,9
DDT_13045,437
DDX3X_13046,283
DHX9_13047,10
DBP_13048,64
TMEM238_13049,304
TRIP13_13050,0
SGSM2_13051,5
DHX15_13052,305
NACC1_13053,3
GAN_13055,2
KLK14_13056,0
MTBP_13057,1
SERPINB5_13059,0
GPR88_13060,30
CSNK1G1_13061,48
FBXW10_13062,0
UBOX5_13063,5
